"","caseID","studyID","organism","system","duration","dist.cat","open","resp.cat","OEV","Deltabm.Tot","species","AUC.RR","AUC.pi"
"19","CK006_1","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.104458388118421,0.133842393689231,"Empetrum hermaphroditum",-0.0972726601193425,-0.0159537474272065
"20","CK006_2","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.124323863992462,0.133842393689231,"Vaccinium vitis idaea",-0.0628552708132353,0.0163212909006213
"21","CK006_2","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.124323863992462,0.133842393689231,"Empetrum hermaphroditum",-0.0936551335672778,-0.00423594062302482
"22","CK006_2","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.124323863992462,0.133842393689231,"Vaccinium myrtillus",-0.104087422166822,-0.0120853502775965
"23","CK006_3","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.25743361859931,0.133842393689231,"Vaccinium vitis idaea",-0.272770802589215,-0.00749970190342618
"24","CK006_3","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.25743361859931,0.133842393689231,"Empetrum hermaphroditum",-0.345178345997902,-0.0621791824057706
"25","CK006_3","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.25743361859931,0.133842393689231,"Vaccinium myrtillus",-0.168080716766942,0.0696788843091968
"26","CK006_4","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.112150214203061,0.133842393689231,"Vaccinium myrtillus",0.0324310084170852,0.0609598474533619
"27","CK006_4","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.112150214203061,0.133842393689231,"Vaccinium vitis idaea",-0.0796708900984016,-0.012366945527978
"28","CK006_4","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.112150214203061,0.133842393689231,"Empetrum hermaphroditum",-0.653823516772973,-0.0485929019253838
"29","CK006_5","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.130340937924024,0.133842393689231,"Vaccinium myrtillus",0.00600049473173027,0.0387891636273522
"30","CK006_5","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.130340937924024,0.133842393689231,"Vaccinium vitis idaea",-0.0620022848082984,0.00219026542934162
"31","CK006_5","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.130340937924024,0.133842393689231,"Empetrum hermaphroditum",-0.466425799989052,-0.0409794290566938
"32","CK006_6","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.242015561495255,0.133842393689231,"Vaccinium myrtillus",-0.118585331349357,0.0812201933560893
"33","CK006_6","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.242015561495255,0.133842393689231,"Vaccinium vitis idaea",-0.258062092752761,-0.0231897242219883
"34","CK006_6","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.242015561495255,0.133842393689231,"Empetrum hermaphroditum",-0.906914798927489,-0.0580304691341009
"35","CK006_7","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.115135199361576,0.133842393689231,"Vaccinium myrtillus",0.0529622475107311,0.0755017899980224
"36","CK006_7","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.115135199361576,0.133842393689231,"Empetrum hermaphroditum",-0.503792130389215,-0.122343811190769
"37","CK006_7","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.115135199361576,0.133842393689231,"Vaccinium vitis idaea",-0.0972726601558956,0.0468420211927469
"38","CK006_8","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.130620125595314,0.133842393689231,"Vaccinium myrtillus",-0.0177180993466337,0.0432588645788253
"39","CK006_8","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.130620125595314,0.133842393689231,"Empetrum hermaphroditum",-0.428811118843667,-0.101493715775229
"40","CK006_8","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.130620125595314,0.133842393689231,"Vaccinium vitis idaea",-0.0936551335672778,0.0582348511964033
"41","CK006_9","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.303248521137968,0.133842393689231,"Vaccinium myrtillus",0.0668031516225875,0.216796787054813
"42","CK006_9","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.303248521137968,0.133842393689231,"Vaccinium vitis idaea",-0.345178345997902,-0.00549635125955221
"43","CK006_9","CK006","plant","terrestrial",5110,"phys","yes","biomass",0.303248521137968,0.133842393689231,"Empetrum hermaphroditum",-0.986004047749637,-0.211300435795261
"44","CK015_10","CK015","Cladoceran","freshwater",126,"chem","no","abundance",0.742708794151754,0.133842393689231,"M. rubellus",0.709832719805675,-0.126001732726879
"45","CK015_12","CK015","Copepod","freshwater",126,"chem","no","abundance",0.206657729821378,0.133842393689231,"S. mucronata",0.462962962962963,-0.139165421072247
"46","CK015_12","CK015","Copepod","freshwater",126,"chem","no","abundance",0.206657729821378,0.133842393689231,"D. magna",0.858974358974359,0.466040805829538
"47","CK015_12","CK015","Copepod","freshwater",126,"chem","no","abundance",0.206657729821378,0.133842393689231,"D. pulex",0.451134723861997,-0.169604838402238
"48","CK015_13","CK015","Copepod","freshwater",126,"chem","no","abundance",0.594612019803748,0.133842393689231,"S. mucronata",0.00992379939748363,-0.0276604794729654
"49","CK015_13","CK015","Copepod","freshwater",126,"chem","no","abundance",0.594612019803748,0.133842393689231,"D. magna",0.354888476788465,0.12133712900322
"50","CK015_13","CK015","Copepod","freshwater",126,"chem","no","abundance",0.594612019803748,0.133842393689231,"D. pulex",0.092722430902004,-0.0415434754116299
"51","CK015_14","CK015","Copepod","freshwater",126,"chem","no","abundance",0.0844430894554191,0.133842393689231,"D. magna",0.401776539803318,0.24434313215818
"52","CK015_14","CK015","Copepod","freshwater",126,"chem","no","abundance",0.0844430894554191,0.133842393689231,"D. pulex",0.0418463656279541,-0.167515480391828
"53","CK015_14","CK015","Copepod","freshwater",126,"chem","no","abundance",0.0844430894554191,0.133842393689231,"S. mucronata",-0.259722222222222,-0.0854485969606857
"54","CK015_15","CK015","Copepod","freshwater",126,"chem","no","abundance",0.516181196436032,0.133842393689231,"D. magna",0.856195072190835,0.0320130280517605
"55","CK015_15","CK015","Copepod","freshwater",126,"chem","no","abundance",0.516181196436032,0.133842393689231,"D. pulex",0.875925925925926,-0.0672238860212858
"56","CK015_15","CK015","Copepod","freshwater",126,"chem","no","abundance",0.516181196436032,0.133842393689231,"S. mucronata",0.888888888888889,0.0243266424198169
"57","CK015_21","CK015","Cladoceran","freshwater",126,"chem","no","abundance",0.53898298124783,0.133842393689231,"Nauplius",-0.243478260869565,0.0581887569899266
"58","CK015_21","CK015","Cladoceran","freshwater",126,"chem","no","abundance",0.53898298124783,0.133842393689231,"M. rubellus",-0.332502562151952,-0.0581887569899266
"59","CK015_22","CK015","Cladoceran","freshwater",126,"chem","no","abundance",0.0182416885299843,0.133842393689231,"M. rubellus",0.40204625521214,-0.0632294795306491
"60","CK015_23","CK015","Cladoceran","freshwater",126,"chem","no","abundance",0.0497507591095771,0.133842393689231,"M. rubellus",-0.0281961898809725,-0.108822479910884
"61","CK015_25","CK015","Copepod","freshwater",126,"chem","no","abundance",0.197673105447483,0.133842393689231,"S. mucronata",0.851851851851852,-0.00345113535796093
"62","CK015_25","CK015","Copepod","freshwater",126,"chem","no","abundance",0.197673105447483,0.133842393689231,"D. magna",0.661302681992337,0.414871215186263
"63","CK015_25","CK015","Copepod","freshwater",126,"chem","no","abundance",0.197673105447483,0.133842393689231,"D. pulex",0.428112580978823,0.137919654648571
"64","CK015_26","CK015","Copepod","freshwater",126,"chem","no","abundance",0.207941954240788,0.133842393689231,"D. magna",0.108462733664671,0.111441388820647
"65","CK015_26","CK015","Copepod","freshwater",126,"chem","no","abundance",0.207941954240788,0.133842393689231,"D. pulex",-0.18783881331192,-0.131751981388265
"66","CK015_26","CK015","Copepod","freshwater",126,"chem","no","abundance",0.207941954240788,0.133842393689231,"S. mucronata",0.337872185911402,0.00420709244643645
"67","CK015_27","CK015","Copepod","freshwater",126,"chem","no","abundance",0.118336399828155,0.133842393689231,"D. pulex",-0.145686947513323,-0.232317439178828
"68","CK015_27","CK015","Copepod","freshwater",126,"chem","no","abundance",0.118336399828155,0.133842393689231,"D. magna",0.324806208634018,0.194852706018497
"69","CK015_27","CK015","Copepod","freshwater",126,"chem","no","abundance",0.118336399828155,0.133842393689231,"S. mucronata",0.107142857142857,0.00296751146381533
"70","CK015_7","CK015","Cladoceran","freshwater",126,"chem","no","abundance",0.59273105860095,0.133842393689231,"Nauplius",0.293164488017429,0.0492620440312775
"71","CK015_7","CK015","Cladoceran","freshwater",126,"chem","no","abundance",0.59273105860095,0.133842393689231,"M. rubellus",-0.272887648028891,-0.0492620440312775
"72","CK015_9","CK015","Cladoceran","freshwater",126,"chem","no","abundance",0.143043936027473,0.133842393689231,"M. rubellus",0.0049638542285601,0.0142006185516229
"73","CK015_9","CK015","Cladoceran","freshwater",126,"chem","no","abundance",0.143043936027473,0.133842393689231,"Nauplius",0.16235167206041,-0.0142006185516229
"74","CK019_1","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.10460269660196,0.133842393689231,"Bulla striata",-0.0598107260930579,-0.00298901058187519
"75","CK019_1","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.10460269660196,0.133842393689231,"Glycinde multidens",0.0106400856288426,0.0109742598906221
"76","CK019_1","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.10460269660196,0.133842393689231,"Heleobia australis",-0.396092141647275,-0.0302392567937881
"77","CK019_1","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.10460269660196,0.133842393689231,"Mediomastus species",0.54535631373531,0.0439845930017903
"78","CK019_1","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.10460269660196,0.133842393689231,"Heteromastus species",-0.129334859002909,-0.000393632833132356
"79","CK019_1","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.10460269660196,0.133842393689231,"oligochaete",0.0787898683801027,0.174287830953682
"80","CK019_1","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.10460269660196,0.133842393689231,"Ostracoda",-0.422801987416346,-0.194916788777193
"81","CK019_2","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.105774225858557,0.133842393689231,"Glycinde multidens",-0.0788013519180111,0.0133048959491184
"82","CK019_2","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.105774225858557,0.133842393689231,"Ostracoda",-0.389876638434325,-0.213496247801433
"83","CK019_2","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.105774225858557,0.133842393689231,"Mediomastus species",0.0490004469287078,0.0286650536567898
"84","CK019_2","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.105774225858557,0.133842393689231,"Heteromastus species",0.181653079435673,0.0527719313301891
"85","CK019_2","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.105774225858557,0.133842393689231,"Heleobia australis",-0.0237101347373827,0.0478210855372371
"86","CK019_2","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.105774225858557,0.133842393689231,"oligochaete",-0.0898265838409052,0.070949120462666
"87","CK019_3","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.294576454676011,0.133842393689231,"oligochaete",0.053318207714461,0.290115780747076
"88","CK019_3","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.294576454676011,0.133842393689231,"Ostracoda",-0.518034991571721,-0.166164106064472
"89","CK019_3","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.294576454676011,0.133842393689231,"Heteromastus species",-0.33565391457483,-0.00386841958616608
"90","CK019_3","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.294576454676011,0.133842393689231,"Glycinde multidens",-0.25199861987517,0.00139506637426744
"91","CK019_3","CK019","macroinvertebrate","marine",73,"chem","yes","abundance",0.294576454676011,0.133842393689231,"Heleobia australis",-0.489933211944786,-0.124627416525215
"92","CK021_1","CK021","macroinvertebrate","marine",153,"phys","yes","abundance",0.330904618770535,0.133842393689231,"Capitella spp",-0.481539298968746,0.00131784113490663
"93","CK021_1","CK021","macroinvertebrate","marine",153,"phys","yes","abundance",0.330904618770535,0.133842393689231,"Streblospio benedicti",0.11913709661139,0.0108792321276159
"94","CK021_1","CK021","macroinvertebrate","marine",153,"phys","yes","abundance",0.330904618770535,0.133842393689231,"Sphaerosyllis sp",-0.134327186692021,0.0140247675202037
"95","CK021_1","CK021","macroinvertebrate","marine",153,"phys","yes","abundance",0.330904618770535,0.133842393689231,"Laeonereis culveri",0.194322033602346,0.333274804692371
"96","CK021_1","CK021","macroinvertebrate","marine",153,"phys","yes","abundance",0.330904618770535,0.133842393689231,"Sigambra grubii",-0.757613348145281,-0.0378415790313449
"97","CK021_1","CK021","macroinvertebrate","marine",153,"phys","yes","abundance",0.330904618770535,0.133842393689231,"Tubificidae sp",-0.571554172162409,-0.321655066443753
"98","CK027_1","CK027","beetle","terrestrial",580,"phys","yes","biomass",0.248329478437933,0.133842393689231,"Coleoptera",-0.300669905543711,0
"99","CK027_2","CK027","beetle","terrestrial",580,"phys","yes","biomass",0.297967359479404,0.133842393689231,"Acari",0.204025675410197,0.0516416097233839
"100","CK027_2","CK027","beetle","terrestrial",580,"phys","yes","biomass",0.297967359479404,0.133842393689231,"Collembola",0.112002109313281,-0.0117749943648826
"101","CK027_2","CK027","beetle","terrestrial",580,"phys","yes","biomass",0.297967359479404,0.133842393689231,"Isopoda",-0.105881242666948,-0.00269200503891606
"102","CK027_2","CK027","beetle","terrestrial",580,"phys","yes","biomass",0.297967359479404,0.133842393689231,"Diplopoda",-0.120373378503225,-0.00279647485467183
"103","CK027_2","CK027","beetle","terrestrial",580,"phys","yes","biomass",0.297967359479404,0.133842393689231,"Coleoptera",-0.62634479185264,-0.0243824342290782
"104","CK027_2","CK027","beetle","terrestrial",580,"phys","yes","biomass",0.297967359479404,0.133842393689231,"Psocoptera",0.23431527961891,0.000445831919524786
"105","CK027_2","CK027","beetle","terrestrial",580,"phys","yes","biomass",0.297967359479404,0.133842393689231,"Hemiptera_Homoptera",-0.252886048476588,-0.0102629152135478
"106","CK027_3","CK027","beetle","terrestrial",580,"phys","yes","biomass",0.19525793303416,0.133842393689231,"Coleoptera",-0.509236547085615,0
"107","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Leptodiaptomous minutus",0.342056037775517,0.00528597854463737
"108","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Eubosmina tubicen",0.407054324183294,0.0267831074523296
"109","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Holopedium gibberum",0.263124276530684,-0.00332394377274936
"110","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Mesocyclops edax",0.221804238538937,0.00155211938787684
"111","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Diacyclops thomasi",0.0902473203550058,-0.0268816841500295
"112","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Kellicottia longispina",0.301704908823784,-0.00433832408047587
"113","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Keratella chochlearis",0.439733226888647,0.0596838338018033
"114","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Polyarthra spp.",0.502175297691298,0.0534954462994936
"115","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Bosmina s str.",0.344421460996794,0.0155390835885177
"116","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Daphnia mendotae",0.368951450470245,0.00144247813911014
"117","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Keratella taurocephala",0.289983287703149,-0.00399540551586986
"118","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Gastropus stylifer",-0.0427761357909795,-0.0730198049288459
"119","CK032_1","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.320072550684109,0.133842393689231,"Conochilus sp.",0.0515358437371027,-0.0522228847657981
"120","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Leptodiaptomous minutus",0.357803178288742,0.00852891516762683
"121","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Holopedium gibberum",-0.0800360782052173,-0.0163643893153636
"122","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Eubosmina tubicen",0.420748274971785,0.0457246736879191
"123","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Bosmina s str.",0.483808742200179,0.0323993063402423
"124","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Daphnia mendotae",0.222791521384858,0.00101264688620363
"125","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Keratella taurocephala",0.141741774679753,-0.0548796447854052
"126","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Gastropus stylifer",-0.0506605109431275,-0.0541572371656466
"127","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Kellicottia longispina",0.185351127802758,-0.0151035217266613
"128","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Keratella chochlearis",0.419806548797574,0.0507278721270314
"129","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Polyarthra spp.",0.462872928392688,0.0606011046227425
"130","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Conochilus sp.",-0.0326314638470701,-0.0389037892296519
"131","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Mesocyclops edax",0.54777505594473,-0.000432269110614187
"132","CK032_2","CK032","zooplankton","freshwater",35,"chem","no","abundance",0.290975215128996,0.133842393689231,"Diacyclops thomasi",0.140440231933543,-0.0191536674984228
"133","CK041_1","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.247572428140816,0.133842393689231,"Aonides",-0.375350384545267,0.131498793771292
"134","CK041_1","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.247572428140816,0.133842393689231,"Aquilaspio",-0.576878837895965,-0.131498793771292
"135","CK041_10","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.499731997166444,0.133842393689231,"Aonides",-0.53773061599694,-0.164733999735107
"136","CK041_3","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.234158546411553,0.133842393689231,"oligochaete",-0.0981839962972041,0.181933919211009
"137","CK041_4","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.268975672368933,0.133842393689231,"Aonides",0.0238374024216495,0.0212156457989671
"138","CK041_5","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.158161277956216,0.133842393689231,"oligochaete",-0.123230954080022,-0.416601487672368
"139","CK041_5","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.158161277956216,0.133842393689231,"Paracorophium",0.543090008429861,0.354464035581829
"140","CK041_6","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.251446301442707,0.133842393689231,"oligochaete",-0.193372055687946,-0.0714829226444054
"141","CK041_7","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.525331890308641,0.133842393689231,"Heteromastus",-0.26994736258161,0.244130385965939
"142","CK041_7","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.525331890308641,0.133842393689231,"Aonides",-0.660109226977675,-0.244130385965939
"143","CK041_9","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.273069469117663,0.133842393689231,"oligochaete",-0.310469738254166,-0.121462152587065
"144","CK041_9","CK041","macroinvertebrate","marine",212,"phys","yes","abundance",0.273069469117663,0.133842393689231,"Heteromastus",-0.0319637208611319,0.121462152587065
"145","CK043_1","CK043","macroinvertebrate","freshwater",30,"phys","yes","abundance",0.215777837319741,0.133842393689231,"Baetis rhodani",0.0621014805137968,0.0374582537922384
"146","CK043_1","CK043","macroinvertebrate","freshwater",30,"phys","yes","abundance",0.215777837319741,0.133842393689231,"Simuliidae",0.110052195521675,0.26378590691919
"147","CK043_1","CK043","macroinvertebrate","freshwater",30,"phys","yes","abundance",0.215777837319741,0.133842393689231,"Rhithrogena spp",-0.354646520903201,-0.033067418495143
"148","CK043_1","CK043","macroinvertebrate","freshwater",30,"phys","yes","abundance",0.215777837319741,0.133842393689231,"Leuctra spp",-0.533863018233209,-0.0648154807489025
"149","CK043_1","CK043","macroinvertebrate","freshwater",30,"phys","yes","abundance",0.215777837319741,0.133842393689231,"Chironomidae",-0.508830221641501,-0.203361261467383
"150","CK043_2","CK043","macroinvertebrate","freshwater",30,"phys","yes","abundance",0.19216023645593,0.133842393689231,"Rhithrogena spp",-0.10370599654021,0.00830508905432887
"151","CK043_2","CK043","macroinvertebrate","freshwater",30,"phys","yes","abundance",0.19216023645593,0.133842393689231,"Leuctra spp",-0.258131994018906,-0.0144830143628758
"152","CK043_2","CK043","macroinvertebrate","freshwater",30,"phys","yes","abundance",0.19216023645593,0.133842393689231,"Chironomidae",-0.426966477224248,-0.288216431373044
"153","CK043_2","CK043","macroinvertebrate","freshwater",30,"phys","yes","abundance",0.19216023645593,0.133842393689231,"Simuliidae",0.329352817736507,0.269744413961912
"154","CK043_2","CK043","macroinvertebrate","freshwater",30,"phys","yes","abundance",0.19216023645593,0.133842393689231,"Baetis rhodani",0.152200025663326,0.0246499427196795
"155","CK045_1","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.249343979076687,0.133842393689231,"Holopedium sp",0.366847918312973,0.133455604248655
"156","CK045_1","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.249343979076687,0.133842393689231,"Bosmina sp",-0.19561414232554,-0.102336364648303
"157","CK045_1","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.249343979076687,0.133842393689231,"Diaphanasoma sp",-0.325427469087276,-0.0185447181068238
"158","CK045_1","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.249343979076687,0.133842393689231,"Cladocera",0.117040243524552,-0.013467238954244
"159","CK045_2","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.380390199620324,0.133842393689231,"Holopedium sp",0.162634808277026,0.0653172877395909
"160","CK045_2","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.380390199620324,0.133842393689231,"Bosmina sp",-0.0871567399719035,-0.0467379872657623
"161","CK045_2","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.380390199620324,0.133842393689231,"Diaphanasoma sp",-0.104680537018059,-0.0225552034444123
"162","CK045_2","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.380390199620324,0.133842393689231,"Cladocera",-0.00822945342293883,0.00240910640632671
"163","CK045_3","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.695091161871674,0.133842393689231,"Bosmina sp",-0.317629791365361,-0.0767275797514475
"164","CK045_3","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.695091161871674,0.133842393689231,"Holopedium sp",0.00195595852219788,0.106109891744858
"165","CK045_3","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.695091161871674,0.133842393689231,"Diaphanasoma sp",-0.615757631827085,-0.0334115560260966
"166","CK045_3","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.695091161871674,0.133842393689231,"Cladocera",-0.216904340084475,0.00296381201153968
"167","CK045_4","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.802583738017181,0.133842393689231,"Bosmina sp",-0.612305159539983,-0.110173295765273
"168","CK045_4","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.802583738017181,0.133842393689231,"Diaphanasoma sp",-0.92467184283157,-0.0408007074117552
"169","CK045_4","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.802583738017181,0.133842393689231,"Cladocera",-0.460056772844244,0.0435814531098165
"170","CK045_4","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.802583738017181,0.133842393689231,"Holopedium sp",-0.338609219297588,0.105750559879374
"171","CK045_5","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.207782468766162,0.133842393689231,"K. cochlearis",0.270719829386049,0.148787829114207
"172","CK045_5","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.207782468766162,0.133842393689231,"Polyarthra sp.",-0.286256423988267,-0.146050803451545
"173","CK045_5","CK045","zooplankton","freshwater",403,"chem","yes","abundance",0.207782468766162,0.133842393689231,"Asplanchna sp",-0.685304473929198,0.000360395453614139
