"","caseID","studyID","system","organism","duration","dist.cat","open","species","resp.cat","sum.con","AUC.RR","AUC.pi","con.pi","mean.delta.pi","mean.RR"
"19","CK006_1","CK006","terrestrial","plant",5110,"phys","yes","Empetrum hermaphroditum","biomass",860,-0.0972726601193425,-0.0159537474272065,0.376254635058537,-0.0163069625297377,-0.0906982419425156
"20","CK006_2","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium vitis idaea","biomass",616.70103092,-0.0628552708132353,0.0163212909006213,0.272821104570863,0.0187597662637464,-0.0506241091652549
"21","CK006_2","CK006","terrestrial","plant",5110,"phys","yes","Empetrum hermaphroditum","biomass",860,-0.0936551335672778,-0.00423594062302482,0.376254635058537,-0.00625385633106817,-0.0894890813463352
"22","CK006_2","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium myrtillus","biomass",807.55102042,-0.104087422166822,-0.0120853502775965,0.3509242603706,-0.0125059099326783,-0.0974775462345482
"23","CK006_3","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium vitis idaea","biomass",616.70103092,-0.272770802589215,-0.00749970190342618,0.272821104570863,-0.00210508455102439,-0.249422661645412
"24","CK006_3","CK006","terrestrial","plant",5110,"phys","yes","Empetrum hermaphroditum","biomass",860,-0.345178345997902,-0.0621791824057706,0.376254635058537,-0.0628795642247862,-0.333183400395758
"25","CK006_3","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium myrtillus","biomass",807.55102042,-0.168080716766942,0.0696788843091968,0.3509242603706,0.0649846487758106,-0.160791287623483
"26","CK006_4","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium myrtillus","biomass",450.84255057,0.0324310084170852,0.0609598474533619,0.276600252639497,0.0583555529380076,0.0312306711469255
"27","CK006_4","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium vitis idaea","biomass",1062.06185568,-0.0796708900984016,-0.012366945527978,0.662751203964292,-0.0103900888368686,-0.0745684838415582
"28","CK006_4","CK006","terrestrial","plant",5110,"phys","yes","Empetrum hermaphroditum","biomass",102.33333334,-0.653823516772973,-0.0485929019253838,0.0606485433962113,-0.047965464101139,-0.644126029254154
"29","CK006_5","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium myrtillus","biomass",450.84255057,0.00600049473173027,0.0387891636273522,0.276600252639497,0.0358941970082409,0.00490076646522891
"30","CK006_5","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium vitis idaea","biomass",1062.06185568,-0.0620022848082984,0.00219026542934162,0.662751203964292,0.00346987901961575,-0.0570466639373756
"31","CK006_5","CK006","terrestrial","plant",5110,"phys","yes","Empetrum hermaphroditum","biomass",102.33333334,-0.466425799989052,-0.0409794290566938,0.0606485433962113,-0.0393640760278567,-0.443739155064565
"32","CK006_6","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium myrtillus","biomass",450.84255057,-0.118585331349357,0.0812201933560893,0.276600252639497,0.077270688051306,-0.110900476143626
"33","CK006_6","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium vitis idaea","biomass",1062.06185568,-0.258062092752761,-0.0231897242219883,0.662751203964292,-0.02071744591148,-0.24255573371709
"34","CK006_6","CK006","terrestrial","plant",5110,"phys","yes","Empetrum hermaphroditum","biomass",102.33333334,-0.906914798927489,-0.0580304691341009,0.0606485433962113,-0.0565532421398259,-0.877842995786673
"35","CK006_7","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium myrtillus","biomass",229.917053485,0.0529622475107311,0.0755017899980224,0.165890127032034,0.0743231060350825,0.0519564709895624
"36","CK006_7","CK006","terrestrial","plant",5110,"phys","yes","Empetrum hermaphroditum","biomass",299.47552446,-0.503792130389215,-0.122343811190769,0.217366182127502,-0.127323359057236,-0.519028788857679
"37","CK006_7","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium vitis idaea","biomass",860,-0.0972726601558956,0.0468420211927469,0.616743690840464,0.0530002530221539,-0.0906982419709016
"38","CK006_8","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium myrtillus","biomass",229.917053485,-0.0177180993466337,0.0432588645788253,0.165890127032034,0.0410176515805617,-0.0196169509565347
"39","CK006_8","CK006","terrestrial","plant",5110,"phys","yes","Empetrum hermaphroditum","biomass",299.47552446,-0.428811118843667,-0.101493715775229,0.217366182127502,-0.0987772824929427,-0.41305952153785
"40","CK006_8","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium vitis idaea","biomass",860,-0.0936551335672778,0.0582348511964033,0.616743690840464,0.057759630912381,-0.0894890813463352
"41","CK006_9","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium myrtillus","biomass",229.917053485,0.0668031516225875,0.216796787054813,0.165890127032034,0.215781461210666,0.0737821787480737
"42","CK006_9","CK006","terrestrial","plant",5110,"phys","yes","Vaccinium vitis idaea","biomass",860,-0.345178345997902,-0.00549635125955221,0.616743690840464,-0.00072133360139824,-0.333183400395758
"43","CK006_9","CK006","terrestrial","plant",5110,"phys","yes","Empetrum hermaphroditum","biomass",299.47552446,-0.986004047749637,-0.211300435795261,0.217366182127502,-0.215060127609268,-0.986684266732088
"44","CK015_12","CK015","freshwater","Copepod",126,"chem","no","S. mucronata","abundance",1,0.462962962962963,-0.139165421072247,0.135714285714286,-0.100535335874293,0.583333333333333
"45","CK015_12","CK015","freshwater","Copepod",126,"chem","no","D. magna","abundance",1.75,0.858974358974359,0.466040805829538,0.125,0.407585525920536,0.865384615384615
"46","CK015_12","CK015","freshwater","Copepod",126,"chem","no","D. pulex","abundance",16.75,0.451134723861997,-0.169604838402238,0.435714285714286,-0.153296624698111,0.51357733175915
"47","CK015_13","CK015","freshwater","Copepod",126,"chem","no","S. mucronata","abundance",6.25,0.00992379939748363,-0.0276604794729654,0.0589930689256835,-0.0238141190856905,-0.00079744816586922
"48","CK015_13","CK015","freshwater","Copepod",126,"chem","no","D. magna","abundance",40.5,0.354888476788465,0.12133712900322,0.401290172092059,0.131295353828477,0.211241737001881
"49","CK015_13","CK015","freshwater","Copepod",126,"chem","no","D. pulex","abundance",42.5,0.092722430902004,-0.0415434754116299,0.412731912068165,-0.13031425105199,-0.149264761424074
"50","CK015_14","CK015","freshwater","Copepod",126,"chem","no","D. magna","abundance",22.25,0.401776539803318,0.24434313215818,0.240174956622325,0.292410569298211,0.599523914043229
"51","CK015_14","CK015","freshwater","Copepod",126,"chem","no","D. pulex","abundance",48.5,0.0418463656279541,-0.167515480391828,0.440052053209948,-0.157634392193773,0.259762124157431
"52","CK015_14","CK015","freshwater","Copepod",126,"chem","no","S. mucronata","abundance",9.75,-0.259722222222222,-0.0854485969606857,0.184904569115095,-0.149725619275102,-0.226785714285714
"53","CK015_15","CK015","freshwater","Copepod",126,"chem","no","D. magna","abundance",1.75,0.856195072190835,0.0320130280517605,0.578125,-0.045539474079464,0.88534604519774
"54","CK015_15","CK015","freshwater","Copepod",126,"chem","no","D. pulex","abundance",0.5,0.875925925925926,-0.0672238860212858,0.25,0.0324176610161752,0.991666666666667
"55","CK015_15","CK015","freshwater","Copepod",126,"chem","no","S. mucronata","abundance",0,0.888888888888889,0.0243266424198169,0,0.035178949839993,1
"56","CK015_21","CK015","freshwater","Cladoceran",126,"chem","no","Nauplius","abundance",19.5,-0.243478260869565,0.0581887569899266,0.136426816426816,0.129561337719232,-0.0630434782608696
"57","CK015_21","CK015","freshwater","Cladoceran",126,"chem","no","M. rubellus","abundance",76.5,-0.332502562151952,-0.0581887569899266,0.863573183573184,-0.129561337719232,-0.171820816104353
"58","CK015_25","CK015","freshwater","Copepod",126,"chem","no","S. mucronata","abundance",0.5,0.851851851851852,-0.00345113535796093,0.125,-0.089821050160007,0.833333333333333
"59","CK015_25","CK015","freshwater","Copepod",126,"chem","no","D. magna","abundance",16.5,0.661302681992337,0.414871215186263,0.0789473684210526,0.453638157499483,0.772413793103448
"60","CK015_25","CK015","freshwater","Copepod",126,"chem","no","D. pulex","abundance",35.75,0.428112580978823,0.137919654648571,0.232356459330144,0.0500612016860316,0.509309162175404
"61","CK015_26","CK015","freshwater","Copepod",126,"chem","no","D. magna","abundance",73.75,0.108462733664671,0.111441388820647,0.446289838025879,0.0862956878946568,-0.043369644702584
"62","CK015_26","CK015","freshwater","Copepod",126,"chem","no","D. pulex","abundance",73.25,-0.18783881331192,-0.131751981388265,0.422058369138833,-0.139640708122658,-0.333492596746573
"63","CK015_26","CK015","freshwater","Copepod",126,"chem","no","S. mucronata","abundance",5.75,0.337872185911402,0.00420709244643645,0.0316061148433794,0.00357283499661364,0.0898692810457516
"64","CK015_27","CK015","freshwater","Copepod",126,"chem","no","D. pulex","abundance",65.75,-0.145686947513323,-0.232317439178828,0.602318603925822,-0.319900942909647,-0.336609822259727
"65","CK015_27","CK015","freshwater","Copepod",126,"chem","no","D. magna","abundance",36.5,0.324806208634018,0.194852706018497,0.336472965054522,0.196112560866014,0.234145843907606
"66","CK015_27","CK015","freshwater","Copepod",126,"chem","no","S. mucronata","abundance",3,0.107142857142857,0.00296751146381533,0.0270667788241717,0.00811217101582133,0.107142857142857
"67","CK015_7","CK015","freshwater","Cladoceran",126,"chem","no","Nauplius","abundance",7,0.293164488017429,0.0492620440312775,0.190384382749652,0.0756037713963967,0.26531862745098
"68","CK015_7","CK015","freshwater","Cladoceran",126,"chem","no","M. rubellus","abundance",80.5,-0.272887648028891,-0.0492620440312775,0.809615617250348,-0.0756037713963967,-0.162385260690345
"69","CK015_9","CK015","freshwater","Cladoceran",126,"chem","no","M. rubellus","abundance",42,0.0049638542285601,0.0142006185516229,0.794332298136646,-0.0603204522826949,0.0928419347536995
"70","CK015_9","CK015","freshwater","Cladoceran",126,"chem","no","Nauplius","abundance",17.25,0.16235167206041,-0.0142006185516229,0.205667701863354,0.0603204522826949,0.20873786407767
"71","CK019_1","CK019","marine","macroinvertebrate",73,"chem","yes","Bulla striata","abundance",94.807692307692,-0.0598107260930579,-0.00293282827502665,0.193031039994027,0.0893056060720973,-0.319108992401456
"72","CK019_1","CK019","marine","macroinvertebrate",73,"chem","yes","Glycinde multidens","abundance",37.738515901,0.0106400856288426,0.0109884388133084,0.0431585991702952,0.011264893041521,-0.20060831098763
"73","CK019_1","CK019","marine","macroinvertebrate",73,"chem","yes","Heleobia australis","abundance",113.268292682927,-0.396092141647275,-0.0301928977230768,0.103815127966249,-0.0404227886130425,-0.55124450595587
"74","CK019_1","CK019","marine","macroinvertebrate",73,"chem","yes","Mediomastus species","abundance",14.5918367346938,0.54535631373531,0.0439845930017903,0.0191386881192772,0.0374879552784268,0.400756298375347
"75","CK019_1","CK019","marine","macroinvertebrate",73,"chem","yes","Heteromastus species","abundance",20.9885931558935,-0.129334859002909,-0.000380784691862123,0.0230866195657721,0.00223964674154421,-0.234692163700194
"76","CK019_1","CK019","marine","macroinvertebrate",73,"chem","yes","oligochaete","abundance",308.896797153025,0.0787898683801027,0.174416850563287,0.324907775373184,0.16338502652646,-0.0293083130971573
"77","CK019_1","CK019","marine","macroinvertebrate",73,"chem","yes","Ostracoda","abundance",349.50354609929,-0.422801987416346,-0.194723071914342,0.363513843483865,-0.220957460020167,-0.562203477817289
"78","CK019_2","CK019","marine","macroinvertebrate",73,"chem","yes","Glycinde multidens","abundance",33.413427562,-0.0788013519180111,0.0133048959491184,0.0615128056695546,0.0087600259313489,-0.215944674143246
"79","CK019_2","CK019","marine","macroinvertebrate",73,"chem","yes","Ostracoda","abundance",326.524822695035,-0.389876638434325,-0.212111381368279,0.450781375140045,-0.183421857425264,-0.434901424465471
"80","CK019_2","CK019","marine","macroinvertebrate",73,"chem","yes","Mediomastus species","abundance",26.3265306122449,0.0490004469287078,0.0286650536567898,0.0521192965245826,0.00763399570018247,-0.0731023024868052
"81","CK019_2","CK019","marine","macroinvertebrate",73,"chem","yes","Heteromastus species","abundance",30.722433460076,0.181653079435673,0.0528712512237216,0.0481206816046574,0.0483268114291449,0.00647830189752793
"82","CK019_2","CK019","marine","macroinvertebrate",73,"chem","yes","Heleobia australis","abundance",82.2439024390242,-0.0237101347373827,0.0478210855372371,0.118111169846104,0.0372339609598119,-0.0143563797160254
"83","CK019_2","CK019","marine","macroinvertebrate",73,"chem","yes","oligochaete","abundance",181.138790035587,-0.0898265838409052,0.0719701319812099,0.26760145980474,0.1004969849987,-0.160167536983734
"84","CK019_3","CK019","marine","macroinvertebrate",73,"chem","yes","oligochaete","abundance",141.637010676156,0.053318207714461,0.292729024925296,0.207583449391146,0.288407179279062,0.0612265949040048
"85","CK019_3","CK019","marine","macroinvertebrate",73,"chem","yes","Ostracoda","abundance",272.340425531914,-0.518034991571721,-0.159794909807293,0.387374949638317,-0.0589890131884958,-0.515895606947827
"86","CK019_3","CK019","marine","macroinvertebrate",73,"chem","yes","Heteromastus species","abundance",12.2813688212928,-0.33565391457483,-0.0037206028772648,0.0199616550568137,-0.00139088267331177,-0.392625008874449
"87","CK019_3","CK019","marine","macroinvertebrate",73,"chem","yes","Glycinde multidens","abundance",19.250883392,-0.25199861987517,0.00183104849162002,0.0280148670305681,0.00370766865104185,-0.354296350105091
"88","CK019_3","CK019","marine","macroinvertebrate",73,"chem","yes","Heleobia australis","abundance",196.975609756097,-0.489933211944786,-0.124137113038,0.32631099046549,-0.18500073850621,-0.548300628408272
"89","CK021_1","CK021","marine","macroinvertebrate",153,"phys","yes","Capitella spp","abundance",46.0759493670884,-0.481539298968746,0.00131784113490663,0.0118826659787934,0.0053571790195596,-0.703315041001082
"90","CK021_1","CK021","marine","macroinvertebrate",153,"phys","yes","Streblospio benedicti","abundance",114.860317460317,0.11913709661139,0.0108792321276159,0.0302431318568495,0.00603798835645554,-0.447730949564363
"91","CK021_1","CK021","marine","macroinvertebrate",153,"phys","yes","Sphaerosyllis sp","abundance",64.737698913353,-0.134327186692021,0.0140247675202037,0.0152081471375189,0.0263450200771514,-0.460215027981628
"92","CK021_1","CK021","marine","macroinvertebrate",153,"phys","yes","Laeonereis culveri","abundance",539.677419354838,0.194322033602346,0.333274804692371,0.163694603935222,0.301208824152046,-0.225499119783833
"93","CK021_1","CK021","marine","macroinvertebrate",153,"phys","yes","Sigambra grubii","abundance",116.621345745549,-0.757613348145281,-0.0378415790313449,0.0390625999033009,-0.02166723206999,-0.859195048477181
"94","CK021_1","CK021","marine","macroinvertebrate",153,"phys","yes","Tubificidae sp","abundance",2959.5015576324,-0.571554172162409,-0.321655066443753,0.739908851188315,-0.317281779535223,-0.781559935261686
"95","CK027_2","CK027","terrestrial","beetle",580,"phys","yes","Acari","biomass",247.337278106508,0.204025675410197,0.0516416097233839,0.323645445310938,0.077157122884589,0.261880074968425
"96","CK027_2","CK027","terrestrial","beetle",580,"phys","yes","Collembola","biomass",44.7953216374268,0.112002109313281,-0.0117749943648826,0.102859078546308,-0.0349122628028383,0.0967676635898294
"97","CK027_2","CK027","terrestrial","beetle",580,"phys","yes","Isopoda","biomass",6.24999999999999,-0.105881242666948,-0.00269200503891606,0.00971974922358116,-0.00271840790496426,-0.149960997734048
"98","CK027_2","CK027","terrestrial","beetle",580,"phys","yes","Diplopoda","biomass",5.42696629213483,-0.120373378503225,-0.00279647485467183,0.00804853047696043,-0.00208455634781499,-0.0519689336773896
"99","CK027_2","CK027","terrestrial","beetle",580,"phys","yes","Coleoptera","biomass",16.4919696256972,-0.62634479185264,-0.0243824342290782,0.0333325684514474,-0.0273825698449123,-0.588470474916946
"100","CK027_2","CK027","terrestrial","beetle",580,"phys","yes","Psocoptera","biomass",0.536094674556212,0.23431527961891,0.000445831919524786,0.00084055670046924,0.000659607215609727,0.318267243404338
"101","CK027_2","CK027","terrestrial","beetle",580,"phys","yes","Hemiptera_Homoptera","biomass",10.2243619336543,-0.252886048476588,-0.0102629152135478,0.0227690399432435,-0.0110587341877895,-0.203487937253627
"102","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Leptodiaptomous minutus","abundance",4.22448979591837,0.342056037775517,0.00528597854463737,0.0259163989904681,0.00667543598203669,0.3517481191244
"103","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Eubosmina tubicen","abundance",3.96843853820597,0.407054324183294,0.0267831074523296,0.0248901059728252,0.0305546473488568,0.393616360493025
"104","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Holopedium gibberum","abundance",3.32098111875769,0.263124276530684,-0.00332394377274936,0.0151056523991617,-0.00303775206876126,0.267239809010873
"105","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Mesocyclops edax","abundance",0.116254218222721,0.221804238538937,0.00155211938787684,0.000658921735812621,0.00184014506499999,0.227985481362519
"106","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Diacyclops thomasi","abundance",12.259318001586,0.0902473203550058,-0.0268816841500295,0.063954218339298,-0.0255414828583582,0.101150276402176
"107","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Kellicottia longispina","abundance",18.1090909090909,0.301704908823784,-0.00433832408047587,0.0903671444910007,-0.00524862584527383,0.296259922019904
"108","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Keratella chochlearis","abundance",36.7346938775509,0.439733226888647,0.0596838338018033,0.153139840469763,0.0579620302475152,0.431353273543066
"109","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Polyarthra spp.","abundance",10.7142857142857,0.502175297691298,0.0534954462994936,0.0580411139705613,0.0515373791914729,0.478110881105258
"110","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Bosmina s str.","abundance",2.71609098567821,0.344421460996794,0.0155390835885177,0.0141867832794854,0.0168120701164576,0.35729536560621
"111","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Daphnia mendotae","abundance",0.287025870453219,0.368951450470245,0.00144247813911014,0.00157347528332061,0.00151574729241428,0.374961542575124
"112","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Keratella taurocephala","abundance",32.379241516966,0.289983287703149,-0.00399540551586986,0.170381073415883,-0.0138405807668825,0.253091500347387
"113","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Gastropus stylifer","abundance",34.4690798563139,-0.0427761357909795,-0.0730198049288459,0.159999436646353,-0.0694486440462641,-0.0453099933061972
"114","CK032_1","CK032","freshwater","zooplankton",35,"chem","no","Conochilus sp.","abundance",60.1080255045582,0.0515358437371027,-0.0522228847657981,0.221785835006067,-0.0497803696582135,0.0598114275559628
"115","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Leptodiaptomous minutus","abundance",4.37755102040816,0.357803178288742,0.00852891516762683,0.0222086437800957,0.00782048607931229,0.358132899345196
"116","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Holopedium gibberum","abundance",6.50044115052053,-0.0800360782052173,-0.0163643893153636,0.0309125808080555,-0.015355813896147,-0.0661401131176528
"117","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Eubosmina tubicen","abundance",3.87951924956027,0.420748274971785,0.0457246736879191,0.021455710125634,0.049735374857625,0.446725886214847
"118","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Bosmina s str.","abundance",2.46137073194908,0.483808742200179,0.0323993063402423,0.0130340562301599,0.0336891560240491,0.465420391973412
"119","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Daphnia mendotae","abundance",0.410581598910717,0.222791521384858,0.00101264688620363,0.00194329573186607,0.00126320718255327,0.252754546264793
"120","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Keratella taurocephala","abundance",42.0485695276114,0.141741774679753,-0.0548796447854052,0.216251956445296,-0.0617420162646195,0.128104088704228
"121","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Gastropus stylifer","abundance",34.4677535230727,-0.0506605109431275,-0.0541572371656466,0.154778065051714,-0.0533125078678897,-0.0448974135073155
"122","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Kellicottia longispina","abundance",19.0545454545454,0.185351127802758,-0.0151035217266613,0.0926700560921408,-0.0167559848263125,0.187735659566221
"123","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Keratella chochlearis","abundance",29.6938775510203,0.419806548797574,0.0507278721270314,0.128587134795621,0.0489451444630719,0.424956819387166
"124","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Polyarthra spp.","abundance",10.5612244897959,0.462872928392688,0.0606011046227425,0.0572234228628869,0.0571597965701997,0.44768715968547
"125","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Conochilus sp.","abundance",44.0385730094326,-0.0326314638470701,-0.0389037892296519,0.186780315729792,-0.0315139407413104,0.00176224034931907
"126","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Mesocyclops edax","abundance",0.210311211098612,0.54777505594473,-0.000432269110614187,0.0019461169024316,-0.000658203051730921,0.538513854963709
"127","CK032_2","CK032","freshwater","zooplankton",35,"chem","no","Diacyclops thomasi","abundance",14.7954004758128,0.140440231933543,-0.0191536674984228,0.072208645444307,-0.0192746985288012,0.151345929001192
"128","CK041_1","CK041","marine","macroinvertebrate",212,"phys","yes","Aonides","abundance",109.056603773585,-0.375350384545267,0.131498793771292,0.617638896057021,0.104810698816021,-0.450429840600766
"129","CK041_1","CK041","marine","macroinvertebrate",212,"phys","yes","Aquilaspio","abundance",61.7821782178216,-0.576878837895965,-0.131498793771292,0.382361103942979,-0.104810698816021,-0.652337510115994
"130","CK041_5","CK041","marine","macroinvertebrate",212,"phys","yes","oligochaete","abundance",26.1386138613861,-0.123230954080022,-0.416601487672368,0.672778342136994,-0.467899886651857,-0.212786965959404
"131","CK041_5","CK041","marine","macroinvertebrate",212,"phys","yes","Paracorophium","abundance",75.2127659574467,0.543090008429861,0.371199840674103,0.428772761829363,0.407324473782528,0.461555497648253
"132","CK041_7","CK041","marine","macroinvertebrate",212,"phys","yes","Heteromastus","abundance",39.1304347826086,-0.26994736258161,0.244130385965939,0.325007538236248,0.205464350471448,-0.268161525686694
"133","CK041_7","CK041","marine","macroinvertebrate",212,"phys","yes","Aonides","abundance",100.975609756097,-0.660109226977675,-0.244130385965939,0.674992461763752,-0.205464350471448,-0.601430510706452
"134","CK041_9","CK041","marine","macroinvertebrate",212,"phys","yes","oligochaete","abundance",39.6721311475409,-0.310469738254166,-0.121462152587065,0.459209907248512,-0.193744068570772,-0.521560665142756
"135","CK041_9","CK041","marine","macroinvertebrate",212,"phys","yes","Heteromastus","abundance",28,-0.0319637208611319,0.121462152587065,0.540790092751488,0.193744068570772,-0.185992777614667
"136","CK043_1","CK043","freshwater","macroinvertebrate",30,"phys","yes","Baetis rhodani","abundance",9445.94594594593,0.0621014805137968,0.0374582537922384,0.0455850859785743,0.0284968675175061,-0.172052360910518
"137","CK043_1","CK043","freshwater","macroinvertebrate",30,"phys","yes","Simuliidae","abundance",67153.6929932679,0.110052195521675,0.26378590691919,0.357299306538302,0.119345887149354,-0.170946932322221
"138","CK043_1","CK043","freshwater","macroinvertebrate",30,"phys","yes","Rhithrogena spp","abundance",24019.0839694656,-0.354646520903201,-0.033067418495143,0.118403479690657,-0.0434730806855132,-0.525627662568068
"139","CK043_1","CK043","freshwater","macroinvertebrate",30,"phys","yes","Leuctra spp","abundance",23368.4210526316,-0.533863018233209,-0.0648154807489025,0.109960563472423,-0.0131899403826411,-0.448200057110013
"140","CK043_1","CK043","freshwater","macroinvertebrate",30,"phys","yes","Chironomidae","abundance",76204.3795620435,-0.508830221641501,-0.203361261467383,0.368751564320043,-0.0911797335987056,-0.539985468996036
"141","CK043_2","CK043","freshwater","macroinvertebrate",30,"phys","yes","Rhithrogena spp","abundance",7437.02651515149,-0.10370599654021,0.00830508905432887,0.0973597686902118,-0.00682584269989274,-0.340563699568362
"142","CK043_2","CK043","freshwater","macroinvertebrate",30,"phys","yes","Leuctra spp","abundance",6564.88549618318,-0.258131994018906,-0.0144830143628758,0.0842984113040295,0.00976366792538542,-0.329055305003536
"143","CK043_2","CK043","freshwater","macroinvertebrate",30,"phys","yes","Chironomidae","abundance",45974.16022,-0.426966477224248,-0.288216431373044,0.571537233832629,-0.200937869508549,-0.510120763419124
"144","CK043_2","CK043","freshwater","macroinvertebrate",30,"phys","yes","Simuliidae","abundance",14771.5736040609,0.329352817736507,0.269744413961912,0.201677533287838,0.189787707068734,0.0468656294763307
