caseID,studyID,system,lat,organism,duration,dist.cat,open,species,resp.cat,sum.con,AUC.RR,AUC.pi,con.pi,mean.delta.pi,mean.RR
CK002_2,CK002,marine,-8.3026,meiofauna,90,phys,yes,Turbellaria,abundance,531.9634703196338,-0.11252920090076346,0.023508585735386132,0.04576208518447593,0.013790195747318459,-0.1522292561121748
CK002_2,CK002,marine,-8.3026,meiofauna,90,phys,yes,Polychaeta,abundance,535.3881278538801,-0.47463008369802484,-0.01671453066454214,0.045306121167194235,-0.014631322298596906,-0.41712405723330936
CK002_2,CK002,marine,-8.3026,meiofauna,90,phys,yes,Tardigrada,abundance,386.7579908675792,0.06562276197603566,0.013734174035962112,0.03568224407338405,-0.004142974808861805,-0.12628712986632945
CK006_1,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium vitis idaea,biomass,616.70103092,-0.08496761220757036,-0.0046364107704355475,0.27282110457086306,-0.0042353835278170614,-0.07712005146128062
CK006_1,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Empetrum hermaphroditum,biomass,860.0000000000001,-0.09727266011934252,-0.015953747427206528,0.37625463505853696,-0.016306962529737692,-0.09069824194251558
CK006_1,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium myrtillus,biomass,807.55102042,-0.05131867899057844,0.020590158197642067,0.3509242603706,0.02054234605755474,-0.04398581487277067
CK006_2,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium vitis idaea,biomass,616.70103092,-0.06285527081323528,0.0163212909006213,0.27282110457086306,0.018759766263746456,-0.05062410916525493
CK006_2,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium myrtillus,biomass,807.55102042,-0.10408742216682192,-0.012085350277596463,0.3509242603706,-0.012505909932678281,-0.09747754623454823
CK006_2,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Empetrum hermaphroditum,biomass,860.0000000000001,-0.09365513356727781,-0.004235940623024834,0.37625463505853696,-0.006253856331068182,-0.0894890813463352
CK006_3,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium vitis idaea,biomass,616.70103092,-0.2727708025892155,-0.00749970190342618,0.27282110457086306,-0.0021050845510243886,-0.24942266164541219
CK006_3,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium myrtillus,biomass,807.55102042,-0.1680807167669418,0.06967888430919682,0.3509242603706,0.06498464877581063,-0.1607912876234832
CK006_3,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Empetrum hermaphroditum,biomass,860.0000000000001,-0.34517834599790165,-0.06217918240577064,0.37625463505853696,-0.06287956422478623,-0.33318340039575833
CK006_4,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Empetrum hermaphroditum,biomass,102.33333334,-0.6538235167729727,-0.0485929019253838,0.06064854339621132,-0.04796546410113904,-0.6441260292541542
CK006_4,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium myrtillus,biomass,450.84255057,0.03243100841708516,0.06095984745336189,0.2766002526394971,0.05835555293800765,0.031230671146925522
CK006_4,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium vitis idaea,biomass,1062.06185568,-0.079670890098401545,-0.012366945527978044,0.6627512039642915,-0.010390088836868575,-0.07456848384155822
CK006_5,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium myrtillus,biomass,450.84255057,0.006000494731730265,0.038789163627352165,0.2766002526394971,0.03589419700824093,0.004900766465228908
CK006_5,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Empetrum hermaphroditum,biomass,102.33333334,-0.4664257999890519,-0.040979429056693766,0.06064854339621132,-0.03936407602785666,-0.44373915506456463
CK006_5,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium vitis idaea,biomass,1062.06185568,-0.06200228480829835,0.0021902654293416233,0.6627512039642915,0.003469879019615753,-0.057046663937375584
CK006_6,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Empetrum hermaphroditum,biomass,102.33333334,-0.906914798927489,-0.05803046913410093,0.06064854339621132,-0.056553242139825904,-0.877842995786673
CK006_6,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium myrtillus,biomass,450.84255057,-0.11858533134935656,0.08122019335608933,0.2766002526394971,0.07727068805130596,-0.11090047614362583
CK006_6,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium vitis idaea,biomass,1062.06185568,-0.25806209275276065,-0.02318972422198835,0.6627512039642915,-0.020717445911480004,-0.24255573371709027
CK006_7,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium myrtillus,biomass,229.91705348500005,0.05296224751073109,0.0755017899980224,0.16589012703203418,0.07432310603508246,0.051956470989562444
CK006_7,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium vitis idaea,biomass,860.0000000000001,-0.09727266015589552,0.04684202119274686,0.6167436908404637,0.0530002530221539,-0.09069824197090154
CK006_7,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Empetrum hermaphroditum,biomass,299.47552446,-0.5037921303892151,-0.12234381119076929,0.2173661821275021,-0.12732335905723638,-0.5190287888576789
CK006_8,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Empetrum hermaphroditum,biomass,299.47552446,-0.4288111188436668,-0.10149371577522853,0.2173661821275021,-0.09877728249294268,-0.4130595215378499
CK006_8,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium myrtillus,biomass,229.91705348500005,-0.0177180993466337,0.04325886457882526,0.16589012703203418,0.041017651580561684,-0.019616950956534703
CK006_8,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium vitis idaea,biomass,860.0000000000001,-0.09365513356727781,0.058234851196403294,0.6167436908404637,0.05775963091238102,-0.0894890813463352
CK006_9,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Empetrum hermaphroditum,biomass,299.47552446,-0.986004047749637,-0.21130043579526078,0.2173661821275021,-0.21506012760926752,-0.9866842667320882
CK006_9,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium vitis idaea,biomass,860.0000000000001,-0.34517834599790165,-0.005496351259552201,0.6167436908404637,-7.213336013982348e-4,-0.33318340039575833
CK006_9,CK006,terrestrial,66.233332399999995,plant,5110,phys,yes,Vaccinium myrtillus,biomass,229.91705348500005,0.0668031516225875,0.216796787054813,0.16589012703203418,0.2157814612106658,0.07378217874807369
CK015_12,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,S. mucronata,abundance,1,0.46296296296296297,-0.13916542107224664,0.13571428571428573,-0.1005353358742927,0.5833333333333334
CK015_12,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. magna,abundance,1.75,0.858974358974359,0.4660408058295383,0.125,0.407585525920536,0.8653846153846154
CK015_12,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. pulex,abundance,16.75,0.45113472386199666,-0.16960483840223817,0.4357142857142857,-0.15329662469811053,0.5135773317591499
CK015_13,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. pulex,abundance,42.5,0.09272243090200402,-0.04154347541162991,0.41273191206816545,-0.13031425105199024,-0.14926476142407358
CK015_13,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,S. mucronata,abundance,6.25,0.009923799397483626,-0.02766047947296542,0.058993068925683484,-0.023814119085690456,-7.974481658692065e-4
CK015_13,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. magna,abundance,40.5,0.3548884767884647,0.1213371290032199,0.40129017209205886,0.1312953538284771,0.21124173700188076
CK015_14,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,S. mucronata,abundance,9.75,-0.25972222222222224,-0.08544859696068569,0.18490456911509542,-0.14972561927510242,-0.2267857142857143
CK015_14,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. magna,abundance,22.25,0.4017765398033177,0.24434313215818035,0.24017495662232505,0.29241056929821096,0.5995239140432292
CK015_14,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. pulex,abundance,48.5,0.0418463656279541,-0.1675154803918275,0.44005205320994795,-0.15763439219377273,0.25976212415743105
CK015_15,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. pulex,abundance,0.5,0.875925925925926,-0.0672238860212858,0.25,0.03241766101617518,0.9916666666666667
CK015_15,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. magna,abundance,1.75,0.8561950721908349,0.03201302805176046,0.578125,-0.045539474079464015,0.8853460451977402
CK015_15,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,S. mucronata,abundance,0,0.8888888888888888,0.02432664241981685,0,0.03517894983999302,1
CK015_21,CK015,freshwater,41.642699999999998,Cladoceran,126,chem,no,M. rubellus,abundance,76.5,-0.3325025621519524,-0.05818875698992655,0.8635731835731836,-0.12956133771923245,-0.1718208161043527
CK015_21,CK015,freshwater,41.642699999999998,Cladoceran,126,chem,no,Nauplius,abundance,19.5,-0.24347826086956523,0.05818875698992658,0.13642681642681645,0.12956133771923245,-0.06304347826086959
CK015_25,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. pulex,abundance,35.75,0.428112580978823,0.13791965464857067,0.23235645933014354,0.05006120168603162,0.5093091621754042
CK015_25,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. magna,abundance,16.5,0.6613026819923371,0.41487121518626335,0.07894736842105263,0.45363815749948333,0.7724137931034483
CK015_25,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,S. mucronata,abundance,0.5,0.8518518518518519,-0.0034511353579609275,0.125,-0.089821050160007,0.8333333333333334
CK015_26,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. magna,abundance,73.75,0.1084627336646706,0.11144138882064689,0.4462898380258791,0.08629568789465683,-0.04336964470258402
CK015_26,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,S. mucronata,abundance,5.75,0.3378721859114016,0.004207092446436452,0.031606114843379385,0.0035728349966136384,0.08986928104575165
CK015_26,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. pulex,abundance,73.25,-0.1878388133119201,-0.1317519813882646,0.422058369138833,-0.13964070812265783,-0.3334925967465732
CK015_27,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,S. mucronata,abundance,3,0.10714285714285714,0.0029675114638153316,0.027066778824171696,0.008112171015821328,0.10714285714285714
CK015_27,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. pulex,abundance,65.75,-0.14568694751332323,-0.2323174391788276,0.6023186039258218,-0.3199009429096466,-0.33660982225972735
CK015_27,CK015,freshwater,41.642699999999998,Copepod,126,chem,no,D. magna,abundance,36.5,0.3248062086340176,0.19485270601849708,0.3364729650545215,0.19611256086601447,0.23414584390760557
CK015_7,CK015,freshwater,41.642699999999998,Cladoceran,126,chem,no,M. rubellus,abundance,80.5,-0.272887648028891,-0.049262044031277485,0.8096156172503478,-0.07560377139639667,-0.16238526069034542
CK015_7,CK015,freshwater,41.642699999999998,Cladoceran,126,chem,no,Nauplius,abundance,7,0.2931644880174292,0.04926204403127751,0.19038438274965222,0.07560377139639668,0.2653186274509804
CK015_9,CK015,freshwater,41.642699999999998,Cladoceran,126,chem,no,M. rubellus,abundance,42,0.004963854228560091,0.01420061855162287,0.794332298136646,-0.060320452282694836,0.09284193475369945
CK015_9,CK015,freshwater,41.642699999999998,Cladoceran,126,chem,no,Nauplius,abundance,17.25,0.16235167206040993,-0.01420061855162287,0.20566770186335404,0.06032045228269485,0.20873786407766987
CK019_1,CK019,marine,-30,macroinvertebrate,73,chem,yes,Glycinde multidens,abundance,37.738515901,0.010640085628842604,0.010974259890622073,0.04328798183980771,0.011135510372008498,-0.2006083109876301
CK019_1,CK019,marine,-30,macroinvertebrate,73,chem,yes,Heteromastus species,abundance,20.988593155893522,-0.12933485900290914,-3.9363283313235357e-4,0.023203858854863004,0.002122407452453342,-0.23469216370019377
CK019_1,CK019,marine,-30,macroinvertebrate,73,chem,yes,Ostracoda,abundance,349.50354609929036,-0.42280198741634634,-0.19491678877719318,0.36528150985738617,-0.22272512639368744,-0.5622034778172891
CK019_1,CK019,marine,-30,macroinvertebrate,73,chem,yes,Mediomastus species,abundance,14.591836734693839,0.5453563137353099,0.043984593001790265,0.019138688119277214,0.03748795527842679,0.4007562983753468
CK019_1,CK019,marine,-30,macroinvertebrate,73,chem,yes,Heleobia australis,abundance,113.26829268292661,-0.3960921416472749,-0.030239256793788142,0.10423815448649043,-0.04084581513328352,-0.5512445059558697
CK019_1,CK019,marine,-30,macroinvertebrate,73,chem,yes,oligochaete,abundance,308.89679715302464,0.07878986838010271,0.17428783095368208,0.3260850793108256,0.16220772258881777,-0.02930831309715732
CK019_1,CK019,marine,-30,macroinvertebrate,73,chem,yes,Bulla striata,abundance,94.80769230769204,-0.05981072609305793,-0.002989010581875188,0.19385130167401532,0.0884853443921086,-0.3191089924014555
CK019_2,CK019,marine,-30,macroinvertebrate,73,chem,yes,Ostracoda,abundance,326.524822695035,-0.38987663843432474,-0.2134962478014335,0.46341828134258267,-0.1960587636278016,-0.43490142446547086
CK019_2,CK019,marine,-30,macroinvertebrate,73,chem,yes,Heleobia australis,abundance,82.24390243902421,-0.023710134737382704,0.04782108553723711,0.11811116984610412,0.03723396095981192,-0.014356379716025424
CK019_2,CK019,marine,-30,macroinvertebrate,73,chem,yes,Heteromastus species,abundance,30.722433460075997,0.18165307943567266,0.05277193133018915,0.04902697563314135,0.04742051740066094,0.006478301897527919
CK019_2,CK019,marine,-30,macroinvertebrate,73,chem,yes,oligochaete,abundance,181.1387900355869,-0.08982658384090525,0.07094912046266601,0.2769181899114527,0.09118025489198762,-0.16016753698373423
CK019_2,CK019,marine,-30,macroinvertebrate,73,chem,yes,Glycinde multidens,abundance,33.413427562,-0.07880135191801113,0.013304895949118423,0.06151280566955455,0.008760025931348897,-0.2159446741432463
CK019_2,CK019,marine,-30,macroinvertebrate,73,chem,yes,Mediomastus species,abundance,26.32653061224487,0.04900044692870783,0.02866505365678984,0.05211929652458261,0.0076339957001824695,-0.0731023024868052
CK019_3,CK019,marine,-30,macroinvertebrate,73,chem,yes,Ostracoda,abundance,272.3404255319145,-0.518034991571721,-0.1661641060644724,0.43499219073144674,-0.10660625428162597,-0.5158956069478271
CK019_3,CK019,marine,-30,macroinvertebrate,73,chem,yes,Heleobia australis,abundance,196.9756097560973,-0.4899332119447859,-0.1246274165252149,0.3272512259027362,-0.1859409739434569,-0.5483006284082724
CK019_3,CK019,marine,-30,macroinvertebrate,73,chem,yes,Glycinde multidens,abundance,19.250883392,-0.2519986198751697,0.0013950663742674399,0.030934774830449006,7.877608511608948e-4,-0.3542963501050906
CK019_3,CK019,marine,-30,macroinvertebrate,73,chem,yes,Heteromastus species,abundance,12.281368821292766,-0.3356539145748303,-0.003868419586166077,0.020567152530097086,-0.001996380146595146,-0.3926250088744486
CK019_3,CK019,marine,-30,macroinvertebrate,73,chem,yes,oligochaete,abundance,141.6370106761562,0.05331820771446105,0.290115780747076,0.22528340033188465,0.27070722833832345,0.061226594904004776
CK021_1,CK021,marine,-7.8177778,macroinvertebrate,153,phys,yes,Sigambra grubii,abundance,116.62134574554936,-0.7576133481452809,-0.0378415790313449,0.03906259990330087,-0.021667232069990022,-0.8591950484771813
CK021_1,CK021,marine,-7.8177778,macroinvertebrate,153,phys,yes,Capitella spp,abundance,46.07594936708844,-0.4815392989687457,0.00131784113490663,0.011882665978793394,0.005357179019559596,-0.7033150410010819
CK021_1,CK021,marine,-7.8177778,macroinvertebrate,153,phys,yes,Streblospio benedicti,abundance,114.86031746031725,0.11913709661138987,0.010879232127615934,0.030243131856849466,0.0060379883564555415,-0.4477309495643627
CK021_1,CK021,marine,-7.8177778,macroinvertebrate,153,phys,yes,Tubificidae sp,abundance,2959.501557632396,-0.5715541721624089,-0.32165506644375264,0.7399088511883152,-0.31728177953522296,-0.7815599352616861
CK021_1,CK021,marine,-7.8177778,macroinvertebrate,153,phys,yes,Laeonereis culveri,abundance,539.6774193548374,0.19432203360234568,0.3332748046923715,0.1636946039352222,0.3012088241520464,-0.22549911978383344
CK021_1,CK021,marine,-7.8177778,macroinvertebrate,153,phys,yes,Sphaerosyllis sp,abundance,64.73769891335301,-0.13432718669202073,0.014024767520203655,0.015208147137518889,0.026345020077151438,-0.46021502798162806
CK027_2,CK027,terrestrial,18.321000000000002,invertebrate,580,phys,yes,Collembola,biomass,44.79532163742685,0.11200210931328136,-0.011774994364882607,0.10285907854630799,-0.03491226280283829,0.09676766358982941
CK027_2,CK027,terrestrial,18.321000000000002,invertebrate,580,phys,yes,Hemiptera_Homoptera,biomass,10.224361933654285,-0.2528860484765881,-0.010262915213547835,0.02276903994324352,-0.011058734187789455,-0.20348793725362668
CK027_2,CK027,terrestrial,18.321000000000002,invertebrate,580,phys,yes,Acari,biomass,247.33727810650834,0.20402567541019706,0.05164160972338387,0.32364544531093786,0.07715712288458902,0.26188007496842475
CK027_2,CK027,terrestrial,18.321000000000002,invertebrate,580,phys,yes,Diplopoda,biomass,5.426966292134827,-0.12037337850322483,-0.002796474854671835,0.008048530476960431,-0.002084556347814987,-0.05196893367738965
CK027_2,CK027,terrestrial,18.321000000000002,invertebrate,580,phys,yes,Coleoptera,biomass,16.491969625697166,-0.6263447918526401,-0.024382434229078175,0.03333256845144744,-0.027382569844912306,-0.5884704749169463
CK027_2,CK027,terrestrial,18.321000000000002,invertebrate,580,phys,yes,Isopoda,biomass,6.249999999999994,-0.10588124266694787,-0.0026920050389160647,0.009719749223581159,-0.0027184079049642606,-0.14996099773404842
CK027_2,CK027,terrestrial,18.321000000000002,invertebrate,580,phys,yes,Psocoptera,biomass,0.5360946745562123,0.2343152796189102,4.458319195247862e-4,8.405567004692405e-4,6.59607215609727e-4,0.31826724340433793
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Eubosmina tubicen,abundance,3.968438538205965,0.4070543241832938,0.02678310745232964,0.02489010597282519,0.030554647348856788,0.3936163604930254
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Keratella taurocephala,abundance,32.379241516966054,0.2899832877031492,-0.003995405515869875,0.17038107341588293,-0.013840580766882533,0.2530915003473875
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Diacyclops thomasi,abundance,12.25931800158601,0.09024732035500577,-0.026881684150029506,0.06395421833929803,-0.025541482858358205,0.10115027640217641
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Holopedium gibberum,abundance,3.320981118757693,0.26312427653068415,-0.0033239437727493565,0.015105652399161737,-0.00303775206876126,0.26723980901087335
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Keratella chochlearis,abundance,36.73469387755087,0.4397332268886465,0.059683833801803296,0.15313984046976314,0.0579620302475152,0.43135327354306624
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Kellicottia longispina,abundance,18.10909090909087,0.30170490882378415,-0.00433832408047588,0.09036714449100068,-0.005248625845273835,0.29625992201990436
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Bosmina s str.,abundance,2.716090985678211,0.34442146099679366,0.015539083588517737,0.01418678327948542,0.016812070116457557,0.3572953656062104
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Gastropus stylifer,abundance,34.46907985631388,-0.04277613579097953,-0.07301980492884595,0.1599994366463529,-0.06944864404626416,-0.045309993306197206
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Daphnia mendotae,abundance,0.2870258704532194,0.3689514504702447,0.0014424781391101415,0.0015734752833206135,0.0015157472924142825,0.374961542575124
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Mesocyclops edax,abundance,0.11625421822272146,0.22180423853893666,0.0015521193878768405,6.589217358126211e-4,0.0018401450649999898,0.2279854813625194
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Leptodiaptomous minutus,abundance,4.224489795918366,0.3420560377755173,0.005285978544637374,0.025916398990468097,0.006675435982036687,0.35174811912440024
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Polyarthra spp.,abundance,10.714285714285655,0.5021752976912981,0.05349544629949355,0.05804111397056132,0.05153737919147295,0.4781108811052577
CK032_1,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Conochilus sp.,abundance,60.10802550455824,0.05153584373710274,-0.05222288476579809,0.22178583500606738,-0.04978036965821353,0.05981142755596281
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Keratella chochlearis,abundance,29.693877551020314,0.4198065487975744,0.05072787212703139,0.1285871347956209,0.048945144463071896,0.42495681938716556
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Diacyclops thomasi,abundance,14.79540047581282,0.14044023193354288,-0.019153667498422827,0.07220864544430704,-0.019274698528801214,0.15134592900119245
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Gastropus stylifer,abundance,34.46775352307266,-0.05066051094312747,-0.054157237165646625,0.15477806505171404,-0.053312507867889665,-0.04489741350731552
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Mesocyclops edax,abundance,0.21031121109861214,0.5477750559447297,-4.3226911061418675e-4,0.0019461169024316005,-6.582030517309209e-4,0.5385138549637092
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Eubosmina tubicen,abundance,3.8795192495602713,0.4207482749717845,0.04572467368791909,0.02145571012563399,0.04973537485762499,0.44672588621484743
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Kellicottia longispina,abundance,19.054545454545433,0.18535112780275834,-0.015103521726661325,0.09267005609214081,-0.016755984826312496,0.18773565956622087
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Holopedium gibberum,abundance,6.500441150520526,-0.0800360782052173,-0.01636438931536364,0.03091258080805552,-0.015355813896146975,-0.06614011311765283
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Keratella taurocephala,abundance,42.04856952761137,0.14174177467975257,-0.05487964478540519,0.21625195644529555,-0.06174201626461952,0.12810408870422815
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Bosmina s str.,abundance,2.4613707319490854,0.48380874220017933,0.03239930634024234,0.013034056230159932,0.03368915602404915,0.4654203919734116
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Leptodiaptomous minutus,abundance,4.377551020408162,0.3578031782887422,0.008528915167626834,0.02220864378009567,0.0078204860793122909,0.3581328993451958
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Polyarthra spp.,abundance,10.561224489795869,0.4628729283926881,0.06060110462274252,0.05722342286288692,0.05715979657019966,0.44768715968547024
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Daphnia mendotae,abundance,0.41058159891071716,0.22279152138485803,0.0010126468862036286,0.0019432957318660658,0.001263207182553274,0.2527545462647933
CK032_2,CK032,freshwater,46.0266667,zooplankton,35,chem,no,Conochilus sp.,abundance,44.038573009432646,-0.03263146384707008,-0.03890378922965195,0.18678031572979198,-0.031513940741310434,0.001762240349319072
CK041_1,CK041,marine,-36.833333000000003,macroinvertebrate,212,phys,yes,Aquilaspio,abundance,61.78217821782164,-0.5768788378959647,-0.1314987937712924,0.3823611039429785,-0.10481069881602087,-0.6523375101159942
CK041_1,CK041,marine,-36.833333000000003,macroinvertebrate,212,phys,yes,Aonides,abundance,109.05660377358473,-0.3753503845452668,0.1314987937712924,0.6176388960570214,0.10481069881602088,-0.4504298406007661
CK041_5,CK041,marine,-36.833333000000003,macroinvertebrate,212,phys,yes,oligochaete,abundance,26.138613861386062,-0.12323095408002224,-0.41660148767236826,0.6727783421369935,-0.46789988665185683,-0.21278696595940447
CK041_5,CK041,marine,-36.833333000000003,macroinvertebrate,212,phys,yes,Paracorophium,abundance,75.21276595744669,0.5430900084298607,0.3544640355818295,0.46177732629040524,0.37431990932148546,0.46155549764825315
CK041_7,CK041,marine,-36.833333000000003,macroinvertebrate,212,phys,yes,Aonides,abundance,100.97560975609736,-0.6601092269776754,-0.24413038596593947,0.6749924617637518,-0.2054643504714483,-0.6014305107064519
CK041_7,CK041,marine,-36.833333000000003,macroinvertebrate,212,phys,yes,Heteromastus,abundance,39.13043478260862,-0.26994736258161,0.24413038596593944,0.3250075382362482,0.20546435047144834,-0.26816152568669444
CK041_9,CK041,marine,-36.833333000000003,macroinvertebrate,212,phys,yes,Heteromastus,abundance,27.999999999999982,-0.03196372086113189,0.12146215258706519,0.540790092751488,0.19374406857077214,-0.18599277761466673
CK041_9,CK041,marine,-36.833333000000003,macroinvertebrate,212,phys,yes,oligochaete,abundance,39.67213114754087,-0.31046973825416646,-0.12146215258706518,0.45920990724851196,-0.19374406857077217,-0.5215606651427563
